threads, duration_ms
2, 1206
2, 1671
2, 1056
2, 1113
2, 1526
4, 3574
4, 4351
4, 4139
4, 3494
4, 3283
8, 8068
8, 8926
8, 10111
8, 7653
8, 8799
16, 18334
16, 17653
16, 20068
16, 22541
16, 17487
32, 51753
32, 43077
32, 55817
32, 48028
32, 49050
64, 141486
64, 114929
64, 155156
64, 153851
64, 148293
